run,km,model,fit,p10,p90,n_points,inside,scored
"v10b pass (160 Mm3, 4% water)",106.2,16.74,6.20,3.80,12.70,10,0,1
"v10b pass (160 Mm3, 4% water)",106.3,16.71,6.20,3.80,12.70,10,0,1
"v10b pass (160 Mm3, 4% water)",106.4,16.68,6.20,3.80,12.70,10,0,1
"v10b pass (160 Mm3, 4% water)",106.5,16.86,6.20,3.80,12.70,10,0,1
"v10b pass (160 Mm3, 4% water)",106.6,17.04,6.20,3.80,11.30,10,0,1
"v10b pass (160 Mm3, 4% water)",106.7,17.22,6.20,3.90,11.10,11,0,1
"v10b pass (160 Mm3, 4% water)",106.8,17.40,6.20,3.90,11.10,11,0,1
"v10b pass (160 Mm3, 4% water)",106.9,17.49,8.70,3.90,11.10,13,0,1
"v10b pass (160 Mm3, 4% water)",107.0,17.57,9.20,3.40,11.10,13,0,1
"v10b pass (160 Mm3, 4% water)",107.1,17.66,8.50,3.50,10.80,14,0,1
"v10b pass (160 Mm3, 4% water)",107.2,17.74,8.20,3.60,10.70,15,0,1
"v10b pass (160 Mm3, 4% water)",107.3,17.68,6.40,3.50,9.50,14,0,1
"v10b pass (160 Mm3, 4% water)",107.4,17.61,6.40,3.50,9.50,14,0,1
"v10b pass (160 Mm3, 4% water)",107.5,17.54,6.60,3.80,9.90,15,0,1
"v10b pass (160 Mm3, 4% water)",107.6,17.48,7.40,4.70,9.90,14,0,1
"v10b pass (160 Mm3, 4% water)",107.7,17.50,7.40,4.70,9.90,14,0,1
"v10b pass (160 Mm3, 4% water)",107.8,17.52,8.20,4.70,9.90,15,0,1
"v10b pass (160 Mm3, 4% water)",107.9,17.54,7.40,3.80,9.80,16,0,1
"v10b pass (160 Mm3, 4% water)",108.0,17.57,7.40,2.90,9.80,16,0,1
"v10b pass (160 Mm3, 4% water)",108.1,17.66,7.40,2.90,9.80,16,0,1
"v10b pass (160 Mm3, 4% water)",108.2,17.76,7.40,2.90,9.80,16,0,1
"v10b pass (160 Mm3, 4% water)",108.3,17.86,8.20,2.90,9.90,15,0,0
"v10b pass (160 Mm3, 4% water)",108.4,17.96,8.20,2.90,9.80,17,0,0
"v10b pass (160 Mm3, 4% water)",108.5,18.06,7.40,2.90,9.70,18,0,0
"v10b pass (160 Mm3, 4% water)",108.6,18.17,5.90,2.70,9.70,18,0,0
"v10b pass (160 Mm3, 4% water)",108.7,18.28,5.20,2.70,9.60,20,0,0
"v10b pass (160 Mm3, 4% water)",108.8,18.38,5.30,2.80,10.00,21,0,0
"v10b pass (160 Mm3, 4% water)",108.9,18.56,5.30,2.80,10.00,21,0,0
"v10b pass (160 Mm3, 4% water)",109.0,18.75,5.10,2.70,10.00,20,0,0
"v10b pass (160 Mm3, 4% water)",109.1,18.93,4.70,2.60,9.90,16,0,0
"v10b pass (160 Mm3, 4% water)",109.2,19.11,4.60,2.60,9.80,17,0,0
"v10b pass (160 Mm3, 4% water)",109.3,19.31,4.40,2.60,10.00,15,0,0
"v10b pass (160 Mm3, 4% water)",109.4,19.50,4.70,2.60,9.90,16,0,0
"v10b pass (160 Mm3, 4% water)",109.5,19.70,4.70,2.60,9.90,16,0,0
"v10b pass (160 Mm3, 4% water)",109.6,19.90,4.40,2.60,9.20,14,0,0
"v10b pass (160 Mm3, 4% water)",109.7,20.03,4.40,2.60,9.20,14,0,0
"v10b pass (160 Mm3, 4% water)",109.8,20.17,4.40,2.50,8.30,13,0,0
"v10b pass (160 Mm3, 4% water)",109.9,20.31,4.40,2.60,11.30,14,0,0
"v10b pass (160 Mm3, 4% water)",110.0,20.44,5.20,3.10,13.40,15,0,0
"v10b pass (160 Mm3, 4% water)",110.1,20.59,6.40,3.80,13.40,15,0,0
"v10b pass (160 Mm3, 4% water)",110.2,20.75,6.90,3.90,13.30,16,0,0
"v10b pass (160 Mm3, 4% water)",110.3,20.90,6.90,3.90,13.30,16,0,0
"v10b pass (160 Mm3, 4% water)",110.4,21.06,6.90,3.90,13.30,16,0,0
"v10b pass (160 Mm3, 4% water)",110.5,20.96,7.10,4.10,13.30,16,0,0
"v10b pass (160 Mm3, 4% water)",110.6,20.86,7.50,4.30,13.60,14,0,0
"v10b pass (160 Mm3, 4% water)",110.7,20.77,7.50,4.30,13.60,14,0,0
"v10b pass (160 Mm3, 4% water)",110.8,20.67,7.80,4.40,14.00,10,0,0
"v10b pass (160 Mm3, 4% water)",110.9,20.54,7.80,4.40,14.00,10,0,0
"v10b pass (160 Mm3, 4% water)",111.0,20.42,7.80,4.40,14.00,10,0,0
"v10b pass (160 Mm3, 4% water)",111.1,20.29,8.20,6.00,14.10,9,0,0
"v10b pass (160 Mm3, 4% water)",111.2,20.16,8.20,6.00,14.10,9,0,0
"v10b pass (160 Mm3, 4% water)",111.3,20.03,9.90,6.70,14.10,8,0,0
"v10b pass (160 Mm3, 4% water)",111.4,19.89,11.10,6.80,14.10,9,0,0
"v10b pass (160 Mm3, 4% water)",111.5,19.76,11.30,7.20,14.10,8,0,0
"v10b pass (160 Mm3, 4% water)",111.6,19.62,11.30,7.20,14.10,8,0,0
"v10b pass (160 Mm3, 4% water)",111.7,19.65,11.30,6.60,14.40,10,0,0
"v10b pass (160 Mm3, 4% water)",111.8,19.68,11.60,6.90,15.20,11,0,0
"v10b pass (160 Mm3, 4% water)",111.9,19.70,11.60,6.90,15.20,11,0,0
"v10b pass (160 Mm3, 4% water)",112.0,19.73,11.60,6.90,15.20,11,0,0
"v10b pass (160 Mm3, 4% water)",112.1,19.85,11.60,6.40,15.50,9,0,0
"v10b pass (160 Mm3, 4% water)",112.2,19.97,12.10,6.60,15.30,10,0,0
"v10b pass (160 Mm3, 4% water)",112.3,20.09,11.90,6.60,15.30,10,0,0
"v10b pass (160 Mm3, 4% water)",112.4,20.20,11.90,6.60,15.30,10,0,0
"v10b pass (160 Mm3, 4% water)",112.5,20.30,11.90,6.60,15.30,10,0,0
"v10b pass (160 Mm3, 4% water)",112.6,20.39,12.80,9.10,15.60,8,0,0
"v10b pass (160 Mm3, 4% water)",112.7,20.49,12.60,5.10,15.50,9,0,0
"v10b pass (160 Mm3, 4% water)",112.8,20.58,11.90,5.20,15.30,10,0,0
"v10b pass (160 Mm3, 4% water)",112.9,20.61,11.90,5.20,15.30,10,0,0
"v10b pass (160 Mm3, 4% water)",113.0,20.64,11.90,5.20,15.30,10,0,0
"v10b pass (160 Mm3, 4% water)",113.1,20.66,11.90,5.20,15.30,10,0,0
"v10b pass (160 Mm3, 4% water)",113.2,20.69,11.90,5.20,15.30,10,0,0
"v10b pass (160 Mm3, 4% water)",113.3,20.65,11.90,5.20,15.30,10,0,0
"v10b pass (160 Mm3, 4% water)",113.4,20.61,11.90,5.20,15.30,10,0,0
"v10b pass (160 Mm3, 4% water)",113.5,20.57,11.90,5.20,15.30,10,0,0
"v10b pass (160 Mm3, 4% water)",113.6,20.53,11.30,4.30,15.20,11,0,0
"v10b pass (160 Mm3, 4% water)",113.7,20.44,11.30,4.30,15.20,11,0,0
"v10b pass (160 Mm3, 4% water)",113.8,20.34,10.50,4.40,13.30,8,0,0
"v10b pass (160 Mm3, 4% water)",113.9,20.25,10.50,4.40,13.30,8,0,0
"v10b pass (160 Mm3, 4% water)",114.0,20.15,10.50,4.40,13.30,8,0,0
"v10b pass (160 Mm3, 4% water)",114.1,20.17,6.90,3.30,11.70,8,0,0
"v10b pass (160 Mm3, 4% water)",114.2,20.19,7.20,3.40,11.50,9,0,0
"v10b pass (160 Mm3, 4% water)",114.3,20.20,5.30,3.20,9.00,7,0,0
"v10b pass (160 Mm3, 4% water)",114.4,20.22,5.30,3.20,9.00,7,0,0
"v10b pass (160 Mm3, 4% water)",114.5,20.25,5.30,3.20,9.00,7,0,0
"v10b pass (160 Mm3, 4% water)",114.6,20.28,5.40,3.30,8.80,8,0,0
"v10b pass (160 Mm3, 4% water)",114.7,20.32,5.30,2.20,8.60,10,0,0
"v10b pass (160 Mm3, 4% water)",114.8,20.35,4.50,2.00,7.60,8,0,0
"v10b pass (160 Mm3, 4% water)",114.9,20.38,4.50,2.00,7.60,8,0,0
"v10b pass (160 Mm3, 4% water)",115.0,20.40,4.50,2.00,7.60,8,0,0
"v10b pass (160 Mm3, 4% water)",115.1,20.43,4.50,2.00,7.60,8,0,0
"v10b pass (160 Mm3, 4% water)",115.2,20.46,4.50,2.00,7.60,8,0,0
"v10b pass (160 Mm3, 4% water)",115.3,20.47,4.50,2.00,7.60,8,0,0
"v10b pass (160 Mm3, 4% water)",115.4,20.47,4.50,2.00,7.60,8,0,0
"v10b pass (160 Mm3, 4% water)",115.5,20.48,4.50,2.00,7.60,8,0,0
"v10b pass (160 Mm3, 4% water)",115.6,20.49,4.60,2.20,7.80,6,0,0
"v10b pass (160 Mm3, 4% water)",115.7,20.50,4.60,2.20,7.80,6,0,0
"v10b pass (160 Mm3, 4% water)",115.8,20.51,4.60,2.20,7.80,6,0,0
"v10b pass (160 Mm3, 4% water)",115.9,20.52,4.60,2.20,7.80,6,0,0
"v10b pass (160 Mm3, 4% water)",116.0,20.53,4.60,2.20,7.80,6,0,0
"v10b pass (160 Mm3, 4% water)",154.8,10.50,8.00,7.20,9.40,5,0,0
"v10b pass (160 Mm3, 4% water)",154.9,10.33,8.00,7.20,9.40,5,0,0
"v10b pass (160 Mm3, 4% water)",155.0,10.16,8.00,6.50,9.10,6,0,0
"v10b pass (160 Mm3, 4% water)",155.1,9.98,8.00,6.50,9.10,6,0,0
"v10b pass (160 Mm3, 4% water)",155.2,9.81,8.00,6.50,9.10,6,0,0
"v10b pass (160 Mm3, 4% water)",155.3,9.63,8.00,6.50,9.10,6,0,0
"v10b pass (160 Mm3, 4% water)",155.4,9.46,8.00,6.50,9.10,6,0,0
"v10b pass (160 Mm3, 4% water)",155.5,9.28,8.00,6.50,9.10,6,0,0
"v10b pass (160 Mm3, 4% water)",155.6,9.11,8.00,6.50,9.10,6,0,0
"v10b pass (160 Mm3, 4% water)",155.7,9.01,8.00,6.50,9.10,6,1,0
"v10b pass (160 Mm3, 4% water)",155.8,8.92,8.00,6.50,9.10,6,1,0
"v10b pass (160 Mm3, 4% water)",155.9,8.82,8.00,6.50,9.10,6,1,0
"v10b pass (160 Mm3, 4% water)",156.0,8.73,8.00,6.50,8.00,5,0,0
"v10b pass (160 Mm3, 4% water)",159.6,10.74,9.40,8.70,10.80,5,1,0
"v10b pass (160 Mm3, 4% water)",159.7,10.63,9.50,8.70,11.50,6,1,0
"v10b pass (160 Mm3, 4% water)",159.8,10.53,9.50,8.70,11.50,6,1,0
"v10b pass (160 Mm3, 4% water)",159.9,10.42,9.50,8.70,11.50,6,1,0
"v10b pass (160 Mm3, 4% water)",160.0,10.32,9.40,8.80,11.50,7,1,0
"v10b pass (160 Mm3, 4% water)",160.1,10.46,9.40,8.90,11.50,9,1,0
"v10b pass (160 Mm3, 4% water)",160.2,10.60,9.40,8.90,11.50,9,1,0
"v10b pass (160 Mm3, 4% water)",160.3,10.75,9.40,8.90,11.50,9,1,0
"v10b pass (160 Mm3, 4% water)",160.4,10.89,9.70,9.10,11.70,9,1,0
"v10b pass (160 Mm3, 4% water)",160.5,10.90,9.70,8.90,11.70,9,1,0
"v10b pass (160 Mm3, 4% water)",160.6,10.91,10.50,8.90,11.90,9,1,0
"v10b pass (160 Mm3, 4% water)",160.7,10.92,10.00,9.00,11.80,10,1,0
"v10b pass (160 Mm3, 4% water)",160.8,10.93,10.00,9.00,11.80,10,1,0
"v10b pass (160 Mm3, 4% water)",160.9,10.92,10.00,9.00,11.80,10,1,0
"v10b pass (160 Mm3, 4% water)",161.0,10.91,10.00,8.80,12.30,12,1,0
"v10b pass (160 Mm3, 4% water)",161.1,10.90,10.00,8.80,12.30,12,1,0
"v10b pass (160 Mm3, 4% water)",161.2,10.89,11.00,8.90,12.60,12,1,0
"v10b pass (160 Mm3, 4% water)",161.3,10.89,11.00,8.90,12.60,12,1,0
"v10b pass (160 Mm3, 4% water)",161.4,10.89,11.00,8.90,12.60,12,1,0
"v10b pass (160 Mm3, 4% water)",161.5,10.89,10.50,8.70,12.60,13,1,0
"v10b pass (160 Mm3, 4% water)",161.6,10.88,10.50,8.70,12.80,13,1,0
"v10b pass (160 Mm3, 4% water)",161.7,10.86,10.50,8.70,12.80,13,1,0
"v10b pass (160 Mm3, 4% water)",161.8,10.85,10.50,8.70,12.80,13,1,0
"v10b pass (160 Mm3, 4% water)",161.9,10.83,10.50,8.70,12.80,13,1,0
"v10b pass (160 Mm3, 4% water)",162.0,10.81,10.50,8.70,12.80,13,1,0
"v10b pass (160 Mm3, 4% water)",162.1,10.76,11.50,8.50,12.90,10,1,0
"v10b pass (160 Mm3, 4% water)",162.2,10.72,11.50,8.50,12.90,10,1,0
"v10b pass (160 Mm3, 4% water)",162.3,10.67,11.50,8.50,12.90,10,1,0
"v10b pass (160 Mm3, 4% water)",162.4,10.63,11.50,8.50,12.90,10,1,0
"v10b pass (160 Mm3, 4% water)",162.5,10.58,11.30,8.40,13.00,9,1,0
"v10b pass (160 Mm3, 4% water)",162.6,10.54,11.30,8.40,13.20,7,1,0
"v10b pass (160 Mm3, 4% water)",162.7,10.49,12.00,8.20,13.40,6,1,0
"v10b pass (160 Mm3, 4% water)",162.8,10.45,12.00,8.20,13.40,6,1,0
"v10b pass (160 Mm3, 4% water)",162.9,10.39,12.00,8.20,13.40,6,1,0
"v10b pass (160 Mm3, 4% water)",163.0,10.33,12.00,8.20,13.40,6,1,0
"v10b pass (160 Mm3, 4% water)",163.1,10.27,12.80,9.10,14.30,5,1,0
"v10b pass (160 Mm3, 4% water)",163.3,10.10,11.30,7.70,14.30,5,1,0
"v10b pass (160 Mm3, 4% water)",163.4,9.98,11.30,7.70,14.30,5,1,0
"v10b pass (160 Mm3, 4% water)",163.5,9.87,12.60,7.70,30.60,6,1,0
"v10b pass (160 Mm3, 4% water)",165.0,8.45,13.70,9.10,33.80,5,0,0
"v10b pass (160 Mm3, 4% water)",166.3,6.39,12.60,11.30,16.50,5,0,0
"v10b pass (160 Mm3, 4% water)",166.4,6.19,12.60,11.30,16.50,5,0,0
"v10b pass (160 Mm3, 4% water)",166.5,6.07,12.60,11.30,16.50,5,0,0
"v10b pass (160 Mm3, 4% water)",166.6,5.95,12.60,11.30,16.50,5,0,0
"v10b pass (160 Mm3, 4% water)",166.7,5.83,12.60,11.30,16.50,5,0,0
"v10b pass (160 Mm3, 4% water)",166.8,5.71,12.60,11.30,16.50,5,0,0
"v10b pass (160 Mm3, 4% water)",166.9,5.74,12.60,11.30,16.50,5,0,0
"v10b pass (160 Mm3, 4% water)",173.6,0.79,15.50,12.30,25.10,5,0,0
"v10b pass (160 Mm3, 4% water)",173.7,0.71,14.50,10.60,24.50,6,0,0
"v10b pass (160 Mm3, 4% water)",173.8,0.63,14.50,10.60,24.50,6,0,0
"v10b pass (160 Mm3, 4% water)",173.9,0.54,14.50,10.60,24.50,6,0,0
"v10b pass (160 Mm3, 4% water)",174.0,0.46,14.50,10.60,24.50,6,0,0
"v10b pass (160 Mm3, 4% water)",174.1,0.39,13.50,10.40,25.10,5,0,0
"v10b pass (160 Mm3, 4% water)",174.2,0.31,13.50,10.40,25.10,5,0,0
"v10b pass (160 Mm3, 4% water)",174.3,0.24,13.50,10.40,25.10,5,0,0
"v10b pass (160 Mm3, 4% water)",174.4,0.16,13.50,10.40,25.10,5,0,0
"v10b pass (160 Mm3, 4% water)",174.5,0.16,13.50,10.40,25.10,5,0,0
"v10b pass (160 Mm3, 4% water)",174.6,0.16,13.50,10.40,25.10,5,0,0
"v10b pass (160 Mm3, 4% water)",177.7,0.14,11.20,9.40,11.70,5,0,0
"v10b pass (160 Mm3, 4% water)",177.8,0.14,11.20,9.40,11.70,5,0,0
"v10b pass (160 Mm3, 4% water)",177.9,0.14,11.20,9.40,11.70,5,0,0
"v10b pass (160 Mm3, 4% water)",178.0,0.14,11.20,9.40,11.70,5,0,0
"v10b pass (160 Mm3, 4% water)",178.1,0.14,11.20,9.40,11.70,5,0,0
"v10b pass (160 Mm3, 4% water)",178.2,0.13,11.20,9.40,11.70,5,0,0
"v10b pass (160 Mm3, 4% water)",178.3,0.13,11.20,9.40,11.70,5,0,0
"v10b pass (160 Mm3, 4% water)",178.4,0.13,11.20,9.40,11.70,5,0,0
"v10b pass (160 Mm3, 4% water)",178.5,0.13,11.20,9.40,11.70,5,0,0
"v10b pass (160 Mm3, 4% water)",178.6,0.13,11.20,9.40,11.70,5,0,0
"v10b pass (160 Mm3, 4% water)",178.7,0.13,11.20,9.40,11.70,5,0,0
"v10b pass (160 Mm3, 4% water)",178.8,0.13,11.40,9.60,12.40,6,0,0
"v10b pass (160 Mm3, 4% water)",178.9,0.13,11.40,9.60,12.40,6,0,0
"v10b pass (160 Mm3, 4% water)",179.0,0.13,11.20,9.40,12.40,5,0,0
"v10b pass (160 Mm3, 4% water)",179.1,0.13,11.20,9.40,12.40,5,0,0
"v10b pass (160 Mm3, 4% water)",179.2,0.13,11.20,9.40,12.40,5,0,0
"v10b pass (160 Mm3, 4% water)",179.3,0.13,11.20,9.40,12.40,5,0,0
"v10b pass (160 Mm3, 4% water)",179.4,0.13,11.20,9.40,12.40,5,0,0
"v10b pass (160 Mm3, 4% water)",179.5,0.12,10.50,8.00,12.40,5,0,0
"v10 wet near-miss (123 Mm3, 81% water)",0.9,156.85,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",1.0,159.92,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",1.1,163.00,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",1.2,166.08,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",1.3,158.47,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",1.4,150.86,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",1.5,143.25,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",1.6,135.63,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",1.7,134.67,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",1.8,133.71,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",1.9,132.75,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",2.0,131.79,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",2.1,131.75,237.90,128.20,363.60,5,1,1
"v10 wet near-miss (123 Mm3, 81% water)",11.3,99.25,138.80,88.40,164.90,6,1,1
"v10 wet near-miss (123 Mm3, 81% water)",11.4,98.84,138.80,100.50,179.40,8,0,1
"v10 wet near-miss (123 Mm3, 81% water)",11.5,98.43,138.80,79.80,179.40,10,1,1
"v10 wet near-miss (123 Mm3, 81% water)",11.6,98.02,138.80,66.90,196.50,12,1,1
"v10 wet near-miss (123 Mm3, 81% water)",11.7,97.38,138.80,65.70,194.40,14,1,1
"v10 wet near-miss (123 Mm3, 81% water)",11.8,96.73,138.80,66.00,191.50,16,1,1
"v10 wet near-miss (123 Mm3, 81% water)",11.9,96.08,142.00,66.20,190.00,17,1,1
"v10 wet near-miss (123 Mm3, 81% water)",12.0,95.44,148.70,66.40,188.60,18,1,1
"v10 wet near-miss (123 Mm3, 81% water)",12.1,94.67,142.00,66.50,187.10,19,1,1
"v10 wet near-miss (123 Mm3, 81% water)",12.2,93.91,148.70,66.70,185.70,20,1,1
"v10 wet near-miss (123 Mm3, 81% water)",12.3,93.14,145.40,68.20,183.60,22,1,1
"v10 wet near-miss (123 Mm3, 81% water)",12.4,92.38,145.40,71.00,182.30,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",12.5,92.18,145.40,73.70,181.10,26,1,1
"v10 wet near-miss (123 Mm3, 81% water)",12.6,91.97,145.40,76.50,179.90,28,1,1
"v10 wet near-miss (123 Mm3, 81% water)",12.7,91.77,152.10,79.20,178.60,30,1,1
"v10 wet near-miss (123 Mm3, 81% water)",12.8,91.57,149.00,80.60,178.00,31,1,1
"v10 wet near-miss (123 Mm3, 81% water)",12.9,92.17,148.90,80.70,177.90,32,1,1
"v10 wet near-miss (123 Mm3, 81% water)",13.0,92.77,148.80,80.90,177.80,33,1,1
"v10 wet near-miss (123 Mm3, 81% water)",13.1,93.37,145.40,80.70,177.90,32,1,1
"v10 wet near-miss (123 Mm3, 81% water)",13.2,93.97,149.00,82.20,181.40,31,1,1
"v10 wet near-miss (123 Mm3, 81% water)",13.3,95.11,148.80,80.90,180.70,33,1,1
"v10 wet near-miss (123 Mm3, 81% water)",13.4,96.26,148.80,80.90,180.70,33,1,1
"v10 wet near-miss (123 Mm3, 81% water)",13.5,97.40,137.70,80.90,177.80,33,1,1
"v10 wet near-miss (123 Mm3, 81% water)",13.6,98.54,136.40,85.40,177.20,30,1,1
"v10 wet near-miss (123 Mm3, 81% water)",13.7,99.49,137.40,91.90,176.10,29,1,1
"v10 wet near-miss (123 Mm3, 81% water)",13.8,100.44,136.20,91.00,175.90,30,1,1
"v10 wet near-miss (123 Mm3, 81% water)",13.9,101.39,137.40,90.50,176.10,29,1,1
"v10 wet near-miss (123 Mm3, 81% water)",14.0,102.34,135.10,90.50,176.10,29,1,1
"v10 wet near-miss (123 Mm3, 81% water)",14.1,103.28,135.00,89.90,176.20,28,1,1
"v10 wet near-miss (123 Mm3, 81% water)",14.2,104.21,135.10,90.50,176.10,29,1,1
"v10 wet near-miss (123 Mm3, 81% water)",14.3,105.15,137.40,91.60,175.80,31,1,1
"v10 wet near-miss (123 Mm3, 81% water)",14.4,106.08,140.10,93.40,177.10,31,1,1
"v10 wet near-miss (123 Mm3, 81% water)",14.5,106.78,138.70,97.00,176.10,30,1,1
"v10 wet near-miss (123 Mm3, 81% water)",14.6,107.47,138.70,95.80,172.60,28,1,1
"v10 wet near-miss (123 Mm3, 81% water)",14.7,108.17,136.10,95.80,171.70,28,1,1
"v10 wet near-miss (123 Mm3, 81% water)",14.8,108.86,134.90,96.40,170.70,29,1,1
"v10 wet near-miss (123 Mm3, 81% water)",14.9,109.52,134.90,96.40,170.70,29,1,1
"v10 wet near-miss (123 Mm3, 81% water)",15.0,110.18,134.90,96.40,170.70,29,1,1
"v10 wet near-miss (123 Mm3, 81% water)",15.1,110.83,134.50,90.00,171.70,28,1,1
"v10 wet near-miss (123 Mm3, 81% water)",15.2,111.49,133.30,90.00,168.40,28,1,1
"v10 wet near-miss (123 Mm3, 81% water)",15.3,112.19,131.80,91.10,168.30,30,1,1
"v10 wet near-miss (123 Mm3, 81% water)",15.4,112.88,132.50,96.40,168.40,29,1,1
"v10 wet near-miss (123 Mm3, 81% water)",15.5,113.58,133.30,101.90,168.40,28,1,1
"v10 wet near-miss (123 Mm3, 81% water)",15.6,114.28,134.20,103.70,168.60,25,1,1
"v10 wet near-miss (123 Mm3, 81% water)",15.7,116.03,133.30,103.30,168.60,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",15.8,117.77,133.30,103.30,168.60,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",15.9,119.52,134.20,108.40,168.70,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",16.0,121.26,134.20,108.40,166.10,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",16.1,123.10,134.20,105.90,168.30,21,1,1
"v10 wet near-miss (123 Mm3, 81% water)",16.2,124.94,133.30,107.10,167.20,22,1,1
"v10 wet near-miss (123 Mm3, 81% water)",16.3,126.78,131.10,105.90,157.30,21,1,1
"v10 wet near-miss (123 Mm3, 81% water)",16.4,128.62,127.80,104.80,154.50,18,1,1
"v10 wet near-miss (123 Mm3, 81% water)",16.5,129.57,130.80,105.10,154.50,19,1,1
"v10 wet near-miss (123 Mm3, 81% water)",16.6,130.52,122.90,103.20,148.40,18,1,1
"v10 wet near-miss (123 Mm3, 81% water)",16.7,131.47,121.80,103.50,146.70,20,1,1
"v10 wet near-miss (123 Mm3, 81% water)",16.8,132.42,121.40,103.50,145.60,20,1,1
"v10 wet near-miss (123 Mm3, 81% water)",16.9,133.02,117.50,103.10,140.60,20,1,1
"v10 wet near-miss (123 Mm3, 81% water)",17.0,133.62,116.40,102.30,139.70,22,1,1
"v10 wet near-miss (123 Mm3, 81% water)",17.1,134.22,116.40,97.60,144.40,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",17.2,134.82,116.40,102.40,144.40,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",17.3,135.22,116.40,102.30,145.00,22,1,1
"v10 wet near-miss (123 Mm3, 81% water)",17.4,135.63,117.50,102.50,155.60,20,1,1
"v10 wet near-miss (123 Mm3, 81% water)",17.5,136.03,118.50,103.20,154.90,21,1,1
"v10 wet near-miss (123 Mm3, 81% water)",17.6,136.44,118.10,102.50,155.60,20,1,1
"v10 wet near-miss (123 Mm3, 81% water)",17.7,136.95,119.80,103.20,154.90,21,1,1
"v10 wet near-miss (123 Mm3, 81% water)",17.8,137.46,120.90,103.20,154.10,22,1,1
"v10 wet near-miss (123 Mm3, 81% water)",17.9,137.98,120.90,103.20,154.10,22,1,1
"v10 wet near-miss (123 Mm3, 81% water)",18.0,138.49,121.90,103.30,153.20,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",18.1,139.60,121.90,103.30,160.40,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",18.2,140.71,123.30,103.30,162.00,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",18.3,141.83,120.90,103.30,162.00,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",18.4,142.94,121.90,103.30,162.10,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",18.5,144.22,124.00,103.30,162.00,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",18.6,145.49,126.20,103.40,166.20,25,1,1
"v10 wet near-miss (123 Mm3, 81% water)",18.7,146.77,133.20,103.40,173.00,25,1,1
"v10 wet near-miss (123 Mm3, 81% water)",18.8,148.04,136.50,103.30,178.00,25,1,1
"v10 wet near-miss (123 Mm3, 81% water)",18.9,149.18,141.00,106.10,181.00,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",19.0,150.32,143.00,107.30,180.70,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",19.1,151.46,145.00,117.00,181.00,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",19.2,152.60,146.50,119.70,181.60,21,1,1
"v10 wet near-miss (123 Mm3, 81% water)",19.3,153.55,146.50,119.70,181.60,21,1,1
"v10 wet near-miss (123 Mm3, 81% water)",19.4,154.50,149.00,120.40,183.50,22,1,1
"v10 wet near-miss (123 Mm3, 81% water)",19.5,155.44,151.40,121.00,183.30,23,1,1
"v10 wet near-miss (123 Mm3, 81% water)",19.6,156.39,164.00,121.70,186.10,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",19.7,155.94,163.20,120.70,185.80,25,1,1
"v10 wet near-miss (123 Mm3, 81% water)",19.8,155.50,151.40,111.20,185.10,27,1,1
"v10 wet near-miss (123 Mm3, 81% water)",19.9,155.05,151.40,101.80,185.10,27,1,1
"v10 wet near-miss (123 Mm3, 81% water)",20.0,154.60,151.40,101.80,185.10,27,1,1
"v10 wet near-miss (123 Mm3, 81% water)",20.1,153.63,157.30,101.40,185.50,26,1,1
"v10 wet near-miss (123 Mm3, 81% water)",20.2,152.66,148.20,100.50,186.10,24,1,1
"v10 wet near-miss (123 Mm3, 81% water)",20.3,151.69,142.80,95.30,185.50,26,1,1
"v10 wet near-miss (123 Mm3, 81% water)",20.4,150.71,140.50,94.60,185.80,25,1,1
